,PerCapita_GDP_2015,agri_gdp_percentage(AVG from 2011 to 2013),AVG GDP 2011-2013 Constant 2010,Cons_kg.yr Cereals - Excluding Beer,Cons_kg.yr Eggs,"Cons_kg.yr Fish, Seafood",Cons_kg.yr Meat,Cons_kg.yr Milk - Excluding Butter,Cons_kg.yr Nuts_and_Seeds,Cons_kg.yr Pulses,Cons_kg.yr Starchy Roots,"Fish, Seafood",Bovine_Sheep_Pigmeat_Poultry,Milk_Egg,Cereals,Primary_Religion,Travel_time_to_cities,Soil_suit_overall,Soil_suit_cereals,eggs,dairy,meat_fish,nuts_pulses,grains_tubers,animal_source_foods,Travel_time_to_cities_group,Soil_suit_overall_group,Soil_suit_cereals_group,Cons_kg.yr Cereals - Excluding Beer_group,Cons_kg.yr Eggs_group,"Cons_kg.yr Fish, Seafood_group",Cons_kg.yr Meat_group,Cons_kg.yr Milk - Excluding Butter_group,Cons_kg.yr Nuts_and_Seeds_group,Cons_kg.yr Pulses_group,Cons_kg.yr Starchy Roots_group,"Fish, Seafood_group",Bovine_Sheep_Pigmeat_Poultry_group,Milk_Egg_group,Cereals_group,PerCapita_GDP_2015_group,agri_gdp_percentage(AVG from 2011 to 2013)_group,AVG GDP 2011-2013 Constant 2010_group,eggs_group,dairy_group,meat_fish_group,nuts_pulses_group,grains_tubers_group,animal_source_foods_group
110,8348.431,11.12759587,7572947465.0,148.406,9.95,13.06,36.246,153.394,2.108,1.0759999999999998,56.794,9.0,115.66666666666666,574.3333333333334,2356.6666666666665,0,23.52431,6.520687000000001,6.492069,0.164052287581699,0.239312240047534,0.259117434852729,0.20153154925882197,0.605335825790371,0.6606994312876661,3,4,4,4,1,1,2,6,1,1,2,1,2,6,22,9,2,5229,1,1,1,1,2,2
111,17578.46,11.12759587,7572947465.0,148.406,9.95,13.06,36.246,153.394,2.108,1.0759999999999998,56.794,9.0,115.66666666666666,574.3333333333334,2356.6666666666665,0,32.26758,6.536352,6.492069,0.11943319838056699,0.259368836291913,0.22879684418145999,0.0769230769230769,0.6354372123602889,0.600080081861458,4,4,4,4,1,1,2,6,1,1,2,1,2,6,22,18,2,5229,1,1,1,1,2,2
114,76967.2,11.12759587,7572947465.0,148.406,9.95,13.06,36.246,153.394,2.108,1.0759999999999998,56.794,9.0,115.66666666666666,574.3333333333334,2356.6666666666665,0,35.26248,6.592842,6.492069,0.253333333333333,0.18,0.313333333333333,0.26,0.7,0.746666666666667,4,4,4,4,1,1,2,6,1,1,2,1,2,6,22,77,2,5229,2,1,1,2,2,2
115,1772.37,11.12759587,7572947465.0,148.406,9.95,13.06,36.246,153.394,2.108,1.0759999999999998,56.794,9.0,115.66666666666666,574.3333333333334,2356.6666666666665,0,4.984999,7.017583999999999,7.4895,0.201060343165606,0.31701343101343105,0.342901986901987,0.190544455544456,0.847351204351204,0.852292663476874,1,4,4,4,1,1,2,6,1,1,2,1,2,6,22,2,2,5229,1,1,1,1,2,2
116,1359.02,11.12759587,7572947465.0,148.406,9.95,13.06,36.246,153.394,2.108,1.0759999999999998,56.794,9.0,115.66666666666666,574.3333333333334,2356.6666666666665,0,0.0,7.1678820000000005,6.982553,0.129781217197247,0.260224195585858,0.251079803327382,0.198895911188792,0.7472107860194058,0.640988212147182,1,4,4,4,1,1,2,6,1,1,2,1,2,6,22,2,2,5229,1,1,1,1,2,2
117,4542.957,11.12759587,7572947465.0,148.406,9.95,13.06,36.246,153.394,2.108,1.0759999999999998,56.794,9.0,115.66666666666666,574.3333333333334,2356.6666666666665,0,0.0,6.937856,6.9850460000000005,0.102491689895782,0.241290617797742,0.202569746993187,0.120740817356638,0.736785905134104,0.546352054686712,1,4,4,4,1,1,2,6,1,1,2,1,2,6,22,5,2,5229,1,1,1,1,2,2
118,1267.2160000000001,11.12759587,7572947465.0,148.406,9.95,13.06,36.246,153.394,2.108,1.0759999999999998,56.794,9.0,115.66666666666666,574.3333333333334,2356.6666666666665,0,6.499754,6.553446,6.492069,0.22863327149041396,0.20006184291898602,0.274891774891775,0.252380952380952,0.676108018965162,0.7035868893011751,1,4,4,4,1,1,2,6,1,1,2,1,2,6,22,2,2,5229,1,1,1,2,2,2
119,7940.012,11.12759587,7572947465.0,148.406,9.95,13.06,36.246,153.394,2.108,1.0759999999999998,56.794,9.0,115.66666666666666,574.3333333333334,2356.6666666666665,0,14.51004,6.845949000000001,6.492069,0.0234375,0.19597069597069602,0.12259615384615401,0.17307692307692302,0.6293498168498171,0.34200434981684996,2,4,4,4,1,1,2,6,1,1,2,1,2,6,22,8,2,5229,1,1,1,1,2,1
120,3969.705,11.12759587,7572947465.0,148.406,9.95,13.06,36.246,153.394,2.108,1.0759999999999998,56.794,9.0,115.66666666666666,574.3333333333334,2356.6666666666665,0,74.57465,6.572875,5.985651,0.136752136752137,0.31900452488687797,0.10137901314371901,0.22171945701357504,0.709976298211592,0.533781033781034,8,4,3,4,1,1,2,6,1,1,2,1,2,6,22,4,2,5229,1,1,1,1,2,2
123,2469.891,11.12759587,7572947465.0,148.406,9.95,13.06,36.246,153.394,2.108,1.0759999999999998,56.794,9.0,115.66666666666666,574.3333333333334,2356.6666666666665,0,8.990085,6.894477999999999,6.982553,0.17161457272650701,0.265183005400397,0.28540589388802196,0.209632813416212,0.776629612665566,0.7207545688054598,1,4,4,4,1,1,2,6,1,1,2,1,2,6,22,3,2,5229,1,1,1,1,2,2
124,4639.889,11.12759587,7572947465.0,148.406,9.95,13.06,36.246,153.394,2.108,1.0759999999999998,56.794,9.0,115.66666666666666,574.3333333333334,2356.6666666666665,0,6.989732000000001,6.899025,6.982553,0.133187265747753,0.251400824432404,0.23696603470019395,0.157942879905203,0.746944439058097,0.620511504519186,1,4,4,4,1,1,2,6,1,1,2,1,2,6,22,5,2,5229,1,1,1,1,2,2
125,51025.45,11.12759587,7572947465.0,148.406,9.95,13.06,36.246,153.394,2.108,1.0759999999999998,56.794,9.0,115.66666666666666,574.3333333333334,2356.6666666666665,0,2.004892,6.71258,6.9850460000000005,0.137511267700156,0.334625207075296,0.27806528804013303,0.172433756865668,0.743291100403876,0.750201762815585,1,4,4,4,1,1,2,6,1,1,2,1,2,6,22,52,2,5229,1,1,1,1,2,2
126,9004.396,11.12759587,7572947465.0,148.406,9.95,13.06,36.246,153.394,2.108,1.0759999999999998,56.794,9.0,115.66666666666666,574.3333333333334,2356.6666666666665,0,3.767664,6.539447,6.492069,0.21538461538461498,0.24871794871794897,0.102564102564103,0.19230769230769199,0.592307692307692,0.566666666666667,1,4,4,4,1,1,2,6,1,1,2,1,2,6,22,10,2,5229,1,1,1,1,2,2
127,11866.0,11.12759587,7572947465.0,148.406,9.95,13.06,36.246,153.394,2.108,1.0759999999999998,56.794,9.0,115.66666666666666,574.3333333333334,2356.6666666666665,0,42.172540000000005,6.539447,6.492069,0.10158730158730199,0.270494864612512,0.204188948306595,0.219399881164587,0.9140056022408959,0.576271114506409,5,4,4,4,1,1,2,6,1,1,2,1,2,6,22,12,2,5229,1,1,1,1,2,2
128,1057.992,11.12759587,7572947465.0,148.406,9.95,13.06,36.246,153.394,2.108,1.0759999999999998,56.794,9.0,115.66666666666666,574.3333333333334,2356.6666666666665,0,22.015179999999997,6.533513,6.492069,0.193939393939394,0.35452880452880503,0.31993006993007,0.256493506493506,1.07922077922078,0.8621045621045621,3,4,4,4,1,1,2,6,1,1,2,1,2,6,22,2,2,5229,1,1,1,2,3,2
130,503.3663,11.12759587,7572947465.0,148.406,9.95,13.06,36.246,153.394,2.108,1.0759999999999998,56.794,9.0,115.66666666666666,574.3333333333334,2356.6666666666665,0,76.11041,6.5928759999999995,6.609531,0.17518315018314998,0.20375457875457897,0.31547619047619,0.208333333333333,0.577014652014652,0.6944139194139191,8,4,4,4,1,1,2,6,1,1,2,1,2,6,22,1,2,5229,1,1,1,1,2,2
131,3949.4770000000003,11.12759587,7572947465.0,148.406,9.95,13.06,36.246,153.394,2.108,1.0759999999999998,56.794,9.0,115.66666666666666,574.3333333333334,2356.6666666666665,0,24.2376,6.596224,6.478477,0.0845554056080372,0.327777777777778,0.245614035087719,0.17022792022792,0.8534188034188029,0.6579472184735339,3,4,4,4,1,1,2,6,1,1,2,1,2,6,22,4,2,5229,1,1,1,1,2,2
132,12315746.0,11.12759587,7572947465.0,148.406,9.95,13.06,36.246,153.394,2.108,1.0759999999999998,56.794,9.0,115.66666666666666,574.3333333333334,2356.6666666666665,0,21.74224,6.902647,6.982931,0.142352804327019,0.24530046370497602,0.29686075407268,0.155225022761284,0.8060068658175029,0.6845140221046739,3,4,4,4,1,1,2,6,1,1,2,1,2,6,22,12316,2,5229,1,1,1,1,2,2
133,2327.06,11.12759587,7572947465.0,148.406,9.95,13.06,36.246,153.394,2.108,1.0759999999999998,56.794,9.0,115.66666666666666,574.3333333333334,2356.6666666666665,0,21.762420000000002,6.890345,6.982931,0.0895502645502645,0.18304843304843302,0.260582010582011,0.12181522181522197,0.910643060643061,0.533180708180708,3,4,4,4,1,1,2,6,1,1,2,1,2,6,22,3,2,5229,1,1,1,1,2,2
134,3282.446,11.12759587,7572947465.0,148.406,9.95,13.06,36.246,153.394,2.108,1.0759999999999998,56.794,9.0,115.66666666666666,574.3333333333334,2356.6666666666665,0,8.540749,6.623572,6.492069,0.230560816759912,0.30724144276775894,0.20416206600417103,0.14764840422735198,0.5975883765357449,0.72885141505051,1,4,4,4,1,1,2,6,1,1,2,1,2,6,22,4,2,5229,1,1,1,1,2,2
137,9270.43,11.12759587,7572947465.0,148.406,9.95,13.06,36.246,153.394,2.108,1.0759999999999998,56.794,9.0,115.66666666666666,574.3333333333334,2356.6666666666665,0,24.43865,6.627394000000001,6.492069,0.12415392578436099,0.16898649091743698,0.35093694668502895,0.257090628893698,0.825041806020067,0.6440773633868261,3,4,4,4,1,1,2,6,1,1,2,1,2,6,22,10,2,5229,1,1,1,2,2,2
139,4263.02,11.12759587,7572947465.0,148.406,9.95,13.06,36.246,153.394,2.108,1.0759999999999998,56.794,9.0,115.66666666666666,574.3333333333334,2356.6666666666665,0,70.56067,6.954897,6.985272999999999,0.42454674954675,0.235022385022385,0.358449883449883,0.42376327376327394,0.897126022126022,1.01801901801902,8,4,4,4,1,1,2,6,1,1,2,1,2,6,22,5,2,5229,2,1,1,2,2,3
140,5924.605,11.12759587,7572947465.0,148.406,9.95,13.06,36.246,153.394,2.108,1.0759999999999998,56.794,9.0,115.66666666666666,574.3333333333334,2356.6666666666665,0,39.74204,6.885513,6.985272999999999,0.183215201465202,0.273274725274725,0.303269069166128,0.228235294117647,0.780527526395173,0.7589897651368241,4,4,4,4,1,1,2,6,1,1,2,1,2,6,22,6,2,5229,1,1,1,1,2,2
142,64276.22,11.12759587,7572947465.0,148.406,9.95,13.06,36.246,153.394,2.108,1.0759999999999998,56.794,9.0,115.66666666666666,574.3333333333334,2356.6666666666665,0,41.061820000000004,6.779875,6.492069,0.0592592592592593,0.47962962962963,0.0763888888888889,0.0648148148148148,0.7,0.615277777777778,5,4,4,4,1,1,2,6,1,1,2,1,2,6,22,65,2,5229,1,1,1,1,2,2
146,20655.87,11.12759587,7572947465.0,148.406,9.95,13.06,36.246,153.394,2.108,1.0759999999999998,56.794,9.0,115.66666666666666,574.3333333333334,2356.6666666666665,0,21.293029999999998,6.572792,6.492069,0.233786848072562,0.31490572919144394,0.35297401011686697,0.25555555555555604,0.9908250479679049,0.901666587380873,3,4,4,4,1,1,2,6,1,1,2,1,2,6,22,21,2,5229,1,1,1,2,2,2
147,78851.51,11.12759587,7572947465.0,148.406,9.95,13.06,36.246,153.394,2.108,1.0759999999999998,56.794,9.0,115.66666666666666,574.3333333333334,2356.6666666666665,0,38.42473,6.572792,6.492069,0.2,0.252255639097744,0.318421052631579,0.13571428571428598,0.533055853920516,0.770676691729323,4,4,4,4,1,1,2,6,1,1,2,1,2,6,22,79,2,5229,1,1,1,1,2,2
148,14596.25,11.12759587,7572947465.0,148.406,9.95,13.06,36.246,153.394,2.108,1.0759999999999998,56.794,9.0,115.66666666666666,574.3333333333334,2356.6666666666665,0,19.51915,6.792922999999999,6.492069,0.0416666666666667,0.10416666666666699,0.418879731379731,0.261111111111111,0.597222222222222,0.5647130647130649,2,4,4,4,1,1,2,6,1,1,2,1,2,6,22,15,2,5229,1,1,1,2,2,2
151,7070.906,11.12759587,7572947465.0,148.406,9.95,13.06,36.246,153.394,2.108,1.0759999999999998,56.794,9.0,115.66666666666666,574.3333333333334,2356.6666666666665,0,45.195890000000006,6.814036,6.492069,0.175,0.4583333333333329,0.2,0.12222222222222198,0.6777777777777779,0.833333333333333,5,4,4,4,1,1,2,6,1,1,2,1,2,6,22,8,2,5229,1,1,1,1,2,2
154,1179.154,11.12759587,7572947465.0,148.406,9.95,13.06,36.246,153.394,2.108,1.0759999999999998,56.794,9.0,115.66666666666666,574.3333333333334,2356.6666666666665,0,26.21215,6.814083,6.492069,0.135592185592186,0.103174603174603,0.385853828710971,0.214285714285714,0.97437641723356,0.62462061747776,3,4,4,4,1,1,2,6,1,1,2,1,2,6,22,2,2,5229,1,1,1,1,2,2
157,10550.11,11.12759587,7572947465.0,148.406,9.95,13.06,36.246,153.394,2.108,1.0759999999999998,56.794,9.0,115.66666666666666,574.3333333333334,2356.6666666666665,0,104.6109,6.952528,6.982553,0.13694932518462,0.163547563547564,0.204501470009492,0.16517119244392,0.763606565745603,0.504998358741674,11,4,4,4,1,1,2,6,1,1,2,1,2,6,22,11,2,5229,1,1,1,1,2,2
161,58124.3,11.12759587,7572947465.0,148.406,9.95,13.06,36.246,153.394,2.108,1.0759999999999998,56.794,9.0,115.66666666666666,574.3333333333334,2356.6666666666665,0,122.8168,6.348358999999999,6.492069,0.17308247308247302,0.336473248973249,0.245400432900433,0.237914862914863,0.979673104673105,0.754956154956155,13,4,4,4,1,1,2,6,1,1,2,1,2,6,22,59,2,5229,1,1,1,1,2,2
165,315.6261,11.12759587,7572947465.0,148.406,9.95,13.06,36.246,153.394,2.108,1.0759999999999998,56.794,9.0,115.66666666666666,574.3333333333334,2356.6666666666665,0,91.82893,7.343263,7.491842999999999,0.25,0.1875,0.196428571428571,0.3125,0.982142857142857,0.6339285714285711,10,4,4,4,1,1,2,6,1,1,2,1,2,6,22,1,2,5229,2,1,1,2,2,2
167,11054.02,11.12759587,7572947465.0,148.406,9.95,13.06,36.246,153.394,2.108,1.0759999999999998,56.794,9.0,115.66666666666666,574.3333333333334,2356.6666666666665,0,83.9951,6.878697,6.982931,0.27736006683375103,0.353632478632479,0.46632744865827597,0.26924603174603196,0.857448107448107,1.09450044525232,9,4,4,4,1,1,2,6,1,1,2,1,2,6,22,12,2,5229,2,1,1,2,2,3
169,4704.88,8.266234925,144000000000.0,140.708,17.324,15.084000000000001,51.04,156.888,2.434,1.5419999999999998,135.79399999999998,202.0,2224.6666666666665,12430.333333333336,76976.0,0,57.25246,6.898296,7.385269999999999,0.0859403754140596,0.41700404858299606,0.205373573794626,0.0263157894736842,0.642436510857563,0.708317997791682,6,4,4,4,1,1,2,6,1,1,5,3,23,125,769,5,2,141656,1,1,1,1,2,2
171,223.3695,11.12759587,7572947465.0,148.406,9.95,13.06,36.246,153.394,2.108,1.0759999999999998,56.794,9.0,115.66666666666666,574.3333333333334,2356.6666666666665,0,57.97476999999999,7.085317,6.9850460000000005,0.15303030303030302,0.368502331002331,0.28727938727938696,0.139339826839827,0.904012654012653,0.80881202131202,6,4,4,4,1,1,2,6,1,1,2,1,2,6,22,1,2,5229,1,1,1,1,2,2
178,326.9915,11.12759587,7572947465.0,148.406,9.95,13.06,36.246,153.394,2.108,1.0759999999999998,56.794,9.0,115.66666666666666,574.3333333333334,2356.6666666666665,0,116.2683,6.754397,6.985424000000001,0.3529411764705879,0.57563025210084,0.411764705882353,0.3529411764705879,0.857142857142857,1.34033613445378,12,4,4,4,1,1,2,6,1,1,2,1,2,6,22,1,2,5229,2,2,1,2,2,3
184,23907.09,11.12759587,7572947465.0,148.406,9.95,13.06,36.246,153.394,2.108,1.0759999999999998,56.794,9.0,115.66666666666666,574.3333333333334,2356.6666666666665,0,81.65630999999999,7.076485000000001,6.9850460000000005,0.34886363636363593,0.525,0.37272727272727296,0.15340909090909102,0.630357142857143,1.24659090909091,9,4,4,4,1,1,2,6,1,1,2,1,2,6,22,24,2,5229,2,2,1,1,2,3
187,4800.629,11.12759587,7572947465.0,148.406,9.95,13.06,36.246,153.394,2.108,1.0759999999999998,56.794,9.0,115.66666666666666,574.3333333333334,2356.6666666666665,0,118.605,6.720847,6.492069,0.0448717948717949,0.19038461538461499,0.337362637362637,0.058974358974359,0.5206959706959711,0.572619047619048,12,4,4,4,1,1,2,6,1,1,2,1,2,6,22,5,2,5229,1,1,1,1,2,2
192,1343.681,11.12759587,7572947465.0,148.406,9.95,13.06,36.246,153.394,2.108,1.0759999999999998,56.794,9.0,115.66666666666666,574.3333333333334,2356.6666666666665,0,105.515,6.637250999999999,6.9850460000000005,0.118571428571429,0.13,0.31857142857142895,0.6014285714285711,0.807142857142857,0.5671428571428571,11,4,4,4,1,1,2,6,1,1,2,1,2,6,22,2,2,5229,1,1,1,3,2,2
194,20349.23,5.435613947999999,174000000000.0,179.06,12.806,6.234,55.906000000000006,241.75599999999997,3.426,2.144,98.598,12.0,956.6666666666665,5370.666666666666,20860.666666666668,0,47.58594,6.050514,6.038039,0.307692307692308,0.48717948717948706,0.212454212454212,0.12087912087912099,0.8919413919413921,1.00732600732601,5,4,4,5,1,1,2,8,1,1,4,1,10,54,207,21,1,171656,2,1,1,1,2,3
197,1501.592,8.266234925,144000000000.0,140.708,17.324,15.084000000000001,51.04,156.888,2.434,1.5419999999999998,135.79399999999998,202.0,2224.6666666666665,12430.333333333336,76976.0,0,98.00494,6.093362,7.370829,0.108333333333333,0.277083333333333,0.0520833333333333,0.08125,0.76577380952381,0.4375,10,4,4,4,1,1,2,6,1,1,5,3,23,125,769,2,2,141656,1,1,1,1,2,1
198,230284.6,5.435613947999999,174000000000.0,179.06,12.806,6.234,55.906000000000006,241.75599999999997,3.426,2.144,98.598,12.0,956.6666666666665,5370.666666666666,20860.666666666668,0,20.90371,4.968158,6.038039,0.16315721315721302,0.531300181300181,0.394560994560995,0.22960372960373,1.0036778036778,1.08901838901839,3,3,4,5,1,1,2,8,1,1,4,1,10,54,207,231,1,171656,1,2,1,1,3,3
204,11587.68,15.95246186,5257351060.0,167.62599999999998,4.4639999999999995,2.206,35.726,205.32,2.066,3.602,98.69200000000001,0.0,171.33333333333331,1405.666666666667,2861.0,1,24.02156,7.1221429999999994,7.4877970000000005,0.35449934951060796,0.669267006916528,0.381570654577621,0.214065599472298,0.8678305229811,1.39397337464112,3,4,4,5,1,1,2,7,1,1,4,1,2,15,27,12,3,2913,2,2,1,1,2,3
205,229345.9,15.95246186,5257351060.0,167.62599999999998,4.4639999999999995,2.206,35.726,205.32,2.066,3.602,98.69200000000001,0.0,171.33333333333331,1405.666666666667,2861.0,1,21.446360000000002,7.118853,7.4877970000000005,0.22551046695431698,0.301670551670552,0.24236792619145603,0.239148596501538,0.9339311015781601,0.767896052254341,3,4,4,5,1,1,2,7,1,1,4,1,2,15,27,230,3,2913,1,1,1,1,2,2
209,2439.098,15.95246186,5257351060.0,167.62599999999998,4.4639999999999995,2.206,35.726,205.32,2.066,3.602,98.69200000000001,0.0,171.33333333333331,1405.666666666667,2861.0,1,3.749024,6.930778,7.487875,0.220336134453782,0.5114414996767941,0.36205128205128206,0.372673992673993,1.1815169144580902,1.09382891618186,1,4,4,5,1,1,2,7,1,1,4,1,2,15,27,3,3,2913,1,2,1,2,3,3
210,3031.744,15.95246186,5257351060.0,167.62599999999998,4.4639999999999995,2.206,35.726,205.32,2.066,3.602,98.69200000000001,0.0,171.33333333333331,1405.666666666667,2861.0,1,7.512225999999999,7.105158,7.487875,0.0607066544566545,0.212757554945055,0.19031021062271103,0.117311507936508,0.70094246031746,0.46377442002441993,1,4,4,5,1,1,2,7,1,1,4,1,2,15,27,4,3,2913,1,1,1,1,2,1
212,2656.438,15.95246186,5257351060.0,167.62599999999998,4.4639999999999995,2.206,35.726,205.32,2.066,3.602,98.69200000000001,0.0,171.33333333333331,1405.666666666667,2861.0,1,0.0,6.6203460000000005,7.487875,0.168159338550557,0.39575482449814,0.33787375725878405,0.0582378405907818,0.6389942054380561,0.8989968517269391,1,4,4,5,1,1,2,7,1,1,4,1,2,15,27,3,3,2913,1,1,1,1,2,2
213,1799.9279999999999,15.95246186,5257351060.0,167.62599999999998,4.4639999999999995,2.206,35.726,205.32,2.066,3.602,98.69200000000001,0.0,171.33333333333331,1405.666666666667,2861.0,1,0.0,6.644525,7.487875,0.122734678844475,0.29776686881034603,0.21996338065110396,0.160807119039081,0.76108405272025,0.640464928305925,1,4,4,5,1,1,2,7,1,1,4,1,2,15,27,2,3,2913,1,1,1,1,2,2
214,2512.25,15.95246186,5257351060.0,167.62599999999998,4.4639999999999995,2.206,35.726,205.32,2.066,3.602,98.69200000000001,0.0,171.33333333333331,1405.666666666667,2861.0,1,0.0,6.7835220000000005,7.487875,0.0726261949367768,0.214849616496036,0.2508453463097,0.0893575174825177,0.5967115964278691,0.538321157742513,1,4,4,5,1,1,2,7,1,1,4,1,2,15,27,3,3,2913,1,1,1,1,2,2
215,1966.2160000000001,15.95246186,5257351060.0,167.62599999999998,4.4639999999999995,2.206,35.726,205.32,2.066,3.602,98.69200000000001,0.0,171.33333333333331,1405.666666666667,2861.0,1,0.0,6.7236009999999995,7.487875,0.114599686028257,0.348966509680795,0.296925693354265,0.0408163265306122,0.947448979591837,0.7604918890633179,1,4,4,5,1,1,2,7,1,1,4,1,2,15,27,2,3,2913,1,1,1,1,2,2
216,1912.886,15.95246186,5257351060.0,167.62599999999998,4.4639999999999995,2.206,35.726,205.32,2.066,3.602,98.69200000000001,0.0,171.33333333333331,1405.666666666667,2861.0,1,3.7658160000000005,6.617041,7.487875,0.19511322011322,0.293793706293707,0.277152014652015,0.28894438894438895,0.8850566100566079,0.7660589410589409,1,4,4,5,1,1,2,7,1,1,4,1,2,15,27,2,3,2913,1,1,1,2,2,2
217,165239.7,15.95246186,5257351060.0,167.62599999999998,4.4639999999999995,2.206,35.726,205.32,2.066,3.602,98.69200000000001,0.0,171.33333333333331,1405.666666666667,2861.0,1,14.78324,6.804309,7.487875,0.217293233082707,0.42923976608187103,0.321929824561404,0.185714285714286,0.7816207184628241,0.9661408423018331,2,4,4,5,1,1,2,7,1,1,4,1,2,15,27,166,3,2913,1,1,1,1,2,2
221,4959.424,15.95246186,5257351060.0,167.62599999999998,4.4639999999999995,2.206,35.726,205.32,2.066,3.602,98.69200000000001,0.0,171.33333333333331,1405.666666666667,2861.0,1,12.711780000000001,3.951175,6.647997999999999,0.16095669036845497,0.313839285714286,0.34310273060273105,0.189903846153846,0.8522997835497841,0.7792550586668231,2,2,4,5,1,1,2,7,1,1,4,1,2,15,27,5,3,2913,1,1,1,1,2,2
225,20759.18,15.95246186,5257351060.0,167.62599999999998,4.4639999999999995,2.206,35.726,205.32,2.066,3.602,98.69200000000001,0.0,171.33333333333331,1405.666666666667,2861.0,1,16.77524,5.066446,6.646192999999999,0.15702947845805,0.21813679219694299,0.292055994687574,0.14218559218559199,0.8180290469764151,0.6196032177235179,2,3,4,5,1,1,2,7,1,1,4,1,2,15,27,21,3,2913,1,1,1,1,2,2
226,2172.107,15.95246186,5257351060.0,167.62599999999998,4.4639999999999995,2.206,35.726,205.32,2.066,3.602,98.69200000000001,0.0,171.33333333333331,1405.666666666667,2861.0,1,22.6902,3.799717,6.647997999999999,0.14950336111596801,0.551641615438505,0.30756893175623806,0.16659315077127698,0.8862495451684742,1.00871390831071,3,2,4,5,1,1,2,7,1,1,4,1,2,15,27,3,3,2913,1,2,1,1,2,3
228,80880.11,15.95246186,5257351060.0,167.62599999999998,4.4639999999999995,2.206,35.726,205.32,2.066,3.602,98.69200000000001,0.0,171.33333333333331,1405.666666666667,2861.0,1,14.207189999999999,4.658437999999999,6.646192999999999,0.227217159740922,0.38087370043053004,0.304571634292595,0.194098885304419,0.8472237552272329,0.9051998078968829,2,3,4,5,1,1,2,7,1,1,4,1,2,15,27,81,3,2913,1,1,1,1,2,2
231,1507.605,15.95246186,5257351060.0,167.62599999999998,4.4639999999999995,2.206,35.726,205.32,2.066,3.602,98.69200000000001,0.0,171.33333333333331,1405.666666666667,2861.0,1,6.197464,6.707654,7.487901,0.170311870147397,0.28619657024262296,0.20558558765795604,0.16486998016603302,0.773174175970228,0.662094028047975,1,4,4,5,1,1,2,7,1,1,4,1,2,15,27,2,3,2913,1,1,1,1,2,2
245,2018.979,15.95246186,5257351060.0,167.62599999999998,4.4639999999999995,2.206,35.726,205.32,2.066,3.602,98.69200000000001,0.0,171.33333333333331,1405.666666666667,2861.0,1,68.74871999999999,5.2231879999999995,6.500171,0.15682722364307997,0.32812524219173805,0.23991513601488001,0.30558397271952303,0.8878193701723109,0.7248676018496991,7,3,4,5,1,1,2,7,1,1,4,1,2,15,27,3,3,2913,1,1,1,2,2,2
262,1565.5120000000002,17.58602478,46145178247.0,182.998,4.86,0.634,32.194,133.73,1.236,0.036000000000000004,51.618,11.0,953.0,7543.666666666666,9382.666666666666,1,0.0,0.001756443,2.0,0.107142857142857,0.214285714285714,0.125,0.23214285714285698,0.3571428571428571,0.44642857142857106,1,1,2,5,1,1,1,5,1,1,2,1,10,76,93,2,4,43801,1,1,1,1,1,1
271,9943494.0,15.95246186,5257351060.0,167.62599999999998,4.4639999999999995,2.206,35.726,205.32,2.066,3.602,98.69200000000001,0.0,171.33333333333331,1405.666666666667,2861.0,1,171.7515,5.397742,7.487901,0.299793956043956,0.326465201465201,0.332264957264957,0.0405982905982906,1.15664428164428,0.9585241147741149,18,3,4,5,1,1,2,7,1,1,4,1,2,15,27,9944,3,2913,2,1,1,1,3,2
276,5295.764,15.95246186,5257351060.0,167.62599999999998,4.4639999999999995,2.206,35.726,205.32,2.066,3.602,98.69200000000001,0.0,171.33333333333331,1405.666666666667,2861.0,1,133.2512,4.737735,5.658617,0.267424242424242,0.26818181818181797,0.4333333333333329,0.151515151515151,1.07824675324675,0.9689393939393941,14,3,3,5,1,1,2,7,1,1,4,1,2,15,27,6,3,2913,2,1,1,1,3,2
278,4312.77,15.95246186,5257351060.0,167.62599999999998,4.4639999999999995,2.206,35.726,205.32,2.066,3.602,98.69200000000001,0.0,171.33333333333331,1405.666666666667,2861.0,1,138.9902,4.376627,4.525123000000001,0.203222222766928,0.42953252091552,0.348648901967088,0.18606717100940198,0.816643859202673,0.979693337151455,14,3,3,5,1,1,2,7,1,1,4,1,2,15,27,5,3,2913,1,1,1,1,2,2
281,20431.28,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,158.7745,0.0,2.615389,0.25,0.0,0.25,0.75,0.75,0.5,16,1,2,4,1,1,2,10,1,1,2,1,2,12,8,21,4,10043,2,1,1,4,2,2
283,3832.8720000000003,18.8529122,12387551842.0,147.75,9.564,5.466,59.352,296.534,25.22,5.17,39.912,7.0,148.0,1156.0,908.6666666666667,1,64.98548000000001,0.0,3.0,0.1,0.0,0.1,0.6,0.8,0.2,7,1,2,4,1,1,2,10,1,1,2,1,2,12,8,4,4,10043,1,1,1,3,2,1
